"CJID","0106165901248D502RJY0GTA511"
"PJID","0106165901253D502RJY0_1"
"Module Name","PM4"
"Wafer No","[4-01]"
"Recipe Class","Process/P4"
"Recipe Name","P-P4-VEGA16-R1"
"User","SERVICE"
"Lot Start Time","2025/01/06","17:06:21"
"Lot End Time","2025/01/06","20:54:58"

"LogType","Trace"
"Sampling Interval[sec]","0.10"

"Trace Start Time","2025/01/06","17:08:49"
"Trace End Time","2025/01/06","17:09:39"

"Interval","Step","ChamberPressure","ChamberPressure@","UpperRF","UpperRF@","LowerRF","LowerRF@","UpperRFReflect","LowerRFReflect","UpperVpp","LowerVpp","H2    (1)Flow","H2    (1)Flow@","none  (2)Flow","none  (2)Flow@","none  (3)Flow","none  (3)Flow@","C4F8  (4)Flow","C4F8  (4)Flow@","NF3 Lo(5)Flow","NF3 Lo(5)Flow@","CH2F2 (6)Flow","CH2F2 (6)Flow@","O2 Lo (7)Flow","O2 Lo (7)Flow@","CO2   (8)Flow","CO2   (8)Flow@","CF4   (9)Flow","CF4   (9)Flow@","none  (10)Flow","none  (10)Flow@","CHF3  (11)Flow","CHF3  (11)Flow@","N2    (12)Flow","N2    (12)Flow@","COS   (13)Flow","COS   (13)Flow@","O2 Hi (14)Flow","O2 Hi (14)Flow@","He    (15)Flow","He    (15)Flow@","Ar Hi (16)Flow","Ar Hi (16)Flow@","UpperTemp","UpperTemp@","WallTemp","WallTemp@","LowerTemp","LowerTemp@","LowerHeaterCurrent","LowerBRTemp","LowerBRTemp@","LowerEdgeTemp","LowerEdgeTemp@","LowerEdgeCurrent","EdgeHePress","EdgeHePress@","EdgeHeFlow","ESCVoltage","ESCVoltage@","ESCCurrent","APCPosition","APCTemp","APCTemp@","C1Pos(Upper)","C1Pos(Upper)@","C2Pos(Upper)","C2Pos(Upper)@","C1Pos(Lower)","C1Pos(Lower)@","C2Pos(Lower)","C2Pos(Lower)@","Imp.R(Upper)","Imp.Jx(Upper)","Imp.R(Lower)","Imp.Jx(Lower)","UpperFlowRate","LowerFlowRate","CPIPos.","CPIPos.@","CenterFlowRatio","CenterFlowRatio@","CenterGasPress","EdgeGasPress","Pin Torque","Pin Speed"
"1.00","1","0.0","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.636","15.000","4.806","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","97.647","100.000","80.0","80.0","59.6","60.0","19.8","20.0","59","-10.0","-10.0","19.8","20.0","59","0.1","0.0","0.0","0","0","4","20.0","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.4","50.0","1.04","1.01","0.00","0.00"
"1.10","1","0.0","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.826","15.000","4.928","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.6","60.0","19.8","20.0","59","-10.0","-10.0","19.8","20.0","59","0.1","0.0","0.0","0","0","4","2.4","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.4","50.0","1.38","1.34","0.00","0.00"
"1.20","1","0.2","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.920","15.000","4.947","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","59.6","60.0","19.8","20.0","59","-10.0","-10.0","19.8","20.0","59","0.1","0.0","0.0","0","0","4","2.4","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.4","50.0","1.38","1.34","0.00","0.00"
"1.30","1","0.2","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.959","15.000","4.965","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","59.7","60.0","19.8","20.0","59","-10.0","-10.0","19.8","20.0","59","0.1","0.0","0.0","0","0","4","2.4","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.6","50.0","2.35","2.26","0.00","0.00"
"1.40","1","0.2","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.978","15.000","4.984","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","19.8","20.0","59","-10.0","-10.0","19.8","20.0","59","0.1","0.0","0.0","0","0","4","0.3","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.6","50.0","2.35","2.26","0.00","0.00"
"1.50","1","0.8","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.978","15.000","4.984","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","59.7","60.0","19.8","20.0","59","-10.0","-10.0","19.8","20.0","59","0.1","0.0","0.0","0","0","4","0.3","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.7","50.0","3.34","3.21","0.00","0.00"
"1.60","1","0.8","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.978","15.000","4.984","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","59.7","60.0","19.7","20.0","59","-10.0","-10.0","19.8","20.0","59","0.1","0.0","0.0","0","0","4","0.3","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.7","50.0","3.34","3.21","0.00","0.00"
"1.70","1","0.8","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.978","15.000","4.984","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","19.7","20.0","59","-10.0","-10.0","19.8","20.0","59","0.1","0.0","0.0","0","0","4","0.1","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.8","50.0","4.20","4.02","0.00","0.00"
"1.80","1","2.4","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.978","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","59.7","60.0","19.7","20.0","59","-10.0","-10.0","19.8","20.0","59","0.1","0.0","0.0","0","0","4","0.1","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.8","50.0","4.20","4.02","0.00","0.00"
"1.90","1","2.4","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","19.7","20.0","62","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","4","0.1","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.9","50.0","4.77","4.55","0.00","0.00"
"2.00","1","2.4","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.978","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","19.7","20.0","62","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","4","0.1","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.9","50.0","4.77","4.55","0.00","0.00"
"2.10","1","5.3","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","19.7","20.0","62","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","4","0.1","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.1","25.0","93","93","49.9","50.0","5.12","4.88","0.00","0.00"
"2.20","1","5.3","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","59.7","60.0","19.7","20.0","62","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","4","0.1","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","49.9","50.0","5.12","4.88","0.00","0.00"
"2.30","1","5.3","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","19.7","20.0","62","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","4","0.8","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","49.9","50.0","5.35","5.08","0.00","0.00"
"2.40","1","9.3","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","19.7","20.0","62","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","4","0.8","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","49.9","50.0","5.35","5.08","0.00","0.00"
"2.50","1","9.3","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.978","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","59.7","60.0","19.7","20.0","62","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","4","0.8","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","49.9","50.0","5.50","5.22","0.00","0.00"
"2.60","1","9.3","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.984","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","20.1","20.0","62","-10.0","-10.0","20.1","20.0","58","0.1","0.0","0.0","0","0","4","2.7","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","49.9","50.0","5.50","5.22","0.00","0.00"
"2.70","1","14.0","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","59.7","60.0","20.1","20.0","62","-10.0","-10.0","20.1","20.0","58","0.1","0.0","0.0","0","0","4","2.7","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.59","5.31","0.00","0.00"
"2.80","1","14.0","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","20.1","20.0","62","-10.0","-10.0","20.1","20.0","58","0.1","0.0","0.0","0","0","4","2.7","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.59","5.31","0.00","0.00"
"2.90","1","14.0","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.978","15.000","5.003","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","20.1","20.0","57","-10.0","-10.0","20.1","20.0","55","0.1","0.0","0.0","0","0","4","3.6","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.66","5.37","0.00","0.00"
"3.00","1","18.9","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","59.7","60.0","20.1","20.0","57","-10.0","-10.0","20.1","20.0","55","0.1","0.0","0.0","0","0","4","3.6","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.66","5.37","0.00","0.00"
"3.10","1","18.9","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","59.7","60.0","20.1","20.0","57","-10.0","-10.0","20.1","20.0","55","0.1","0.0","0.0","0","0","4","3.6","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.70","5.41","0.00","0.00"
"3.20","1","18.9","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","20.1","20.0","57","-10.0","-10.0","20.1","20.0","55","0.1","0.0","0.0","0","0","4","4.1","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.70","5.41","0.00","0.00"
"3.30","1","23.6","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","59.7","60.0","20.1","20.0","57","-10.0","-10.0","20.1","20.0","55","0.1","0.0","0.0","0","0","4","4.1","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.73","5.43","0.00","0.00"
"3.40","1","23.6","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","20.1","20.0","57","-10.0","-10.0","20.1","20.0","55","0.1","0.0","0.0","0","0","4","4.1","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.73","5.43","0.00","0.00"
"3.50","1","23.6","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.996","15.000","5.003","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","20.1","20.0","57","-10.0","-10.0","20.1","20.0","55","0.1","0.0","0.0","0","0","4","4.5","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.75","5.45","0.00","0.00"
"3.60","1","27.9","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.978","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","20.0","20.0","57","-10.0","-10.0","20.2","20.0","55","0.1","0.0","0.0","0","0","4","4.5","89.0","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.75","5.45","0.00","0.00"
"3.70","1","27.9","50.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","15.015","15.000","4.994","5.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","59.7","60.0","20.0","20.0","57","-10.0","-10.0","20.2","20.0","55","0.1","0.0","0.0","0","0","4","4.5","89.0","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","20.0","25.0","93","93","50.0","50.0","5.76","5.46","0.00","0.00"
